"observed","SAR","M5P.pred","SVMR.pred","predLars","predMars"
0.823333333,0.564920634904762,0.618652310671691,0.699050837226595,0.654870363034368,0.860114861788267
0.56,0.641739130434783,0.602191004336767,0.586853226882402,0.591189452013326,0.53483267356277
0.64,0.641739130434783,0.602191004336767,0.66679795930571,0.686832398965966,0.648949341494418
0.63,0.641739130434783,0.602191004336767,0.702818605410041,0.688671957445396,0.648949341494418
0.56,0.641739130434783,0.602191004336767,0.581176339124787,0.62604478436576,0.566831574846971
0.66,0.641739130434783,0.602191004336767,0.728664395744187,0.728534362480497,0.648949341494418
0.493333333,0.62,0.659572054178618,0.735608809565665,0.636077270780951,0.570664284906843
0.78,0.76695652173913,0.681464107358288,0.709391924026889,0.677504077401831,0.638184870105169
0.56,0.545,0.681464107358288,0.540252374824002,0.598329609273043,0.556839171394685
0.71,0.76695652173913,0.681464107358288,0.680577247499633,0.700819187387779,0.638184870105169
0.69,0.62,0.705297561982974,0.822645070908248,0.69285437455282,0.735317625994943
0.66,0.63,0.746675200576732,0.572833730204856,0.633185732092043,0.659355868481397
0.84,0.827936507952381,0.746675200576732,0.80196267723549,0.767883591065758,0.772998492988423
0.62,0.603333333333333,0.746675200576732,0.637629307149262,0.638255554797254,0.657285360945654
0.84,0.827936507952381,0.746675200576732,0.959804279159697,0.755610567447359,0.772998492988423
0.7,0.827936507952381,0.746675200576732,0.518975576459621,0.668041064444477,0.691221845548445
0.45,0.455833333333334,0.746675200576732,0.469731376898799,0.525085789347401,0.537686821454329
0.83,0.827936507952381,0.746675200576732,0.786823558436821,0.756907755589962,0.772998492988423
0.76,0.827936507952381,0.746675200576732,0.591697847076026,0.708643110692916,0.772998492988423
0.9,0.865217391304348,0.79971057829826,0.825780468204295,0.689577119863513,0.858956352956838
0.49,0.471025641025641,0.79971057829826,0.519044114217859,0.476334235782776,0.623649762387387
0.84,0.865217391304348,0.79971057829826,0.793876123954761,0.706547453711528,0.858956352956838
0.83,0.865217391304348,0.79971057829826,0.754449702702549,0.618977950708646,0.777247873740053
0.84,0.865217391304348,0.79971057829826,0.823762524731894,0.727180406214708,0.858956352956838
0.48,0.453970588235294,0.79971057829826,0.52680569646759,0.462269287767917,0.608191928310493
0.77,0.865217391304348,0.79971057829826,0.781877490391089,0.659579996957085,0.858956352956838
0.68,0.727075193790698,0.695972832030323,0.719593979127603,0.697823073589314,0.734345627614338
0.52,0.586363636363636,0.695972832030323,0.561501857439757,0.607249949341885,0.618632495571569
0.66,0.727075193790698,0.695972832030323,0.715905351639169,0.71234468716209,0.734345627614338
0.67,0.6325,0.695972832030323,0.6718558665008,0.677439812109271,0.734345627614338
0.78,0.727075193790698,0.695972832030323,0.851841486327993,0.72460496199199,0.734345627614338
0.43,0.455833333333334,0.695972832030323,0.444800025494579,0.494080183892032,0.498148742630673
0.76,0.727075193790698,0.695972832030323,0.754695279575226,0.739525037103845,0.734345627614338
0.75,0.727075193790698,0.695972832030323,0.738147079620826,0.735286778794864,0.734345627614338
0.64,0.727075193790698,0.695972832030323,0.676693563048531,0.677637505237547,0.734345627614338
0.8,0.865217391304348,0.725747773162638,0.710850161542654,0.583219535635054,0.702684605757167
0.88,0.865217391304348,0.725747773162638,0.749169024066195,0.697249336116277,0.81640216617195
0.81,0.865217391304348,0.725747773162638,0.713664225787636,0.69338409616047,0.81640216617195
0.49,0.453970588235294,0.725747773162638,0.551069516135688,0.461366205046759,0.565263040400924
0.91,0.865217391304348,0.725747773162638,0.785938966985428,0.717502559807684,0.81640216617195
0.77,0.9325,0.79963147012829,0.684402881816006,0.652618559230873,0.839656148451123
0.92,0.9325,0.799656522929197,0.665288162772559,0.688927832832492,0.84172809621462
0.95,0.9325,0.799656522929197,0.693952065168163,0.701533337249058,0.84172809621462
0.89,0.9325,0.799656522929197,0.667937057395302,0.697668097293251,0.84172809621462
0.95,0.9325,0.799656522929197,0.715050474803862,0.709928372123151,0.84172809621462
0.93,0.9325,0.799656522929197,0.660343367571911,0.622358869120269,0.760019245811327
0.95,0.9325,0.799656522929197,0.717570869142387,0.711225560265754,0.84172809621462
0.68,0.727075193790698,0.666313551923793,0.640784081338418,0.689714706673105,0.705313653724657
0.57,0.556666666666667,0.666313551923793,0.568631452198526,0.584260205165803,0.59148489193901
0.66,0.6325,0.666313551923793,0.643278234447346,0.6595198906384,0.705313653724657
0.82,0.727075193790698,0.666313551923793,0.70914871072168,0.706685040521119,0.705313653724657
0.78,0.727075193790698,0.666313551923793,0.723521486112062,0.705995565070568,0.705313653724657
0.76,0.727075193790698,0.666313551923793,0.720491547968897,0.707982228663722,0.705313653724657
0.62,0.614210526315789,0.608784602054539,0.602955723227632,0.674534277933636,0.662707139690429
0.45,0.471025641025641,0.608784602054539,0.413759537065776,0.471102948407561,0.426575034540786
0.58,0.614210526315789,0.608784602054539,0.704527334573394,0.689055891506412,0.662707139690429
0.7,0.614210526315789,0.608784602054539,0.651868697578994,0.701316166336312,0.662707139690429
0.65,0.614210526315789,0.608784602054539,0.651147915625844,0.721949118839492,0.662707139690429
0.7,0.614210526315789,0.608784602054539,0.651407880252094,0.716236241448167,0.662707139690429
0.69,0.614210526315789,0.608784602054539,0.704518216742129,0.713174355153626,0.662707139690429
0.57,0.614210526315789,0.608784602054539,0.608972608510911,0.654348709581869,0.662707139690429
0.47,0.463333333333333,0.604323147940405,0.539001514478995,0.592815042380094,0.570242933836564
0.62,0.685641025615385,0.604323147940405,0.738243229797948,0.697909780200298,0.685956065879332
0.74,0.685641025615385,0.604323147940405,0.815770455621666,0.710170055030199,0.685956065879332
0.43,0.455833333333334,0.604323147940405,0.430689796433263,0.479645276930241,0.450605469296209
0.79,0.685641025615385,0.604323147940405,0.79125408936068,0.722028243847512,0.685956065879332
0.67,0.685641025615385,0.604323147940405,0.66939512930385,0.663202598275756,0.685956065879332
0.62,0.727075193790698,0.678311021077917,0.679125456722241,0.666822161280576,0.674940764225701
0.76,0.727075193790698,0.678311021077917,0.740233849187906,0.706684566315677,0.674940764225701
0.8,0.79,0.678311021077917,0.791153599961121,0.703622680021136,0.674940764225701
0.69,0.63277777775,0.605178977790761,0.696021246788968,0.743002774441169,0.712540122244217
0.64,0.63277777775,0.605178977790761,0.659609327944795,0.709729211532111,0.712540122244217
0.52,0.576666666666667,0.605178977790761,0.544473525182757,0.613374738172665,0.596826990201448
0.67,0.63277777775,0.605178977790761,0.718008349368608,0.730040275372219,0.712540122244217
0.68,0.63277777775,0.605178977790761,0.780512562383621,0.742587939640084,0.712540122244217
0.65,0.63277777775,0.605178977790761,0.737171991543539,0.732026938965374,0.712540122244217
0.87,0.893333333333333,0.801378424639327,0.68400889175762,0.694417453581337,0.837618002275104
0.83,0.893333333333333,0.801378424639327,0.637448942308513,0.690387248138693,0.837618002275104
0.82,0.893333333333333,0.801378424639327,0.630511973367242,0.686445457506106,0.837618002275104
0.49,0.471025641025641,0.801378424639327,0.477245296056244,0.4811745695006,0.602017480202494
0.9,0.893333333333333,0.801378424639327,0.645304372037377,0.62381828442647,0.755807457510309
0.87,0.893333333333333,0.801378424639327,0.702544305190994,0.732020739932532,0.837618002275104
0.48,0.455833333333334,0.801378424639327,0.485341317100054,0.480863009329394,0.602208791450602
0.89,0.893333333333333,0.801378424639327,0.658575068801519,0.722069604232226,0.837618002275104
0.5,0.556666666666667,0.681234721968664,0.599881461425769,0.562319336045013,0.601388500158687
0.82,0.788888888888889,0.681234721968664,0.844719419405742,0.697017195018728,0.715141805233676
0.44,0.586363636363636,0.681234721968664,0.562396681497916,0.567389158750224,0.599428673190908
0.44,0.471025641025641,0.681234721968664,0.460173664679843,0.454530953471577,0.479409537119202
0.81,0.788888888888889,0.681234721968664,0.818829201081845,0.672483896570429,0.715141805233676
0.5,0.51,0.681234721968664,0.607064191780341,0.597174668397447,0.633285512626895
0.81,0.788888888888889,0.681234721968664,0.818497202551519,0.699664246512183,0.715141805233676
0.82,0.788888888888889,0.681234721968664,0.867645290913049,0.695425988203202,0.715141805233676
0.84,0.788888888888889,0.681234721968664,0.871234589997012,0.696602360217642,0.715141805233676
0.76,0.788888888888889,0.681234721968664,0.765449044182243,0.637776714645886,0.715141805233676
0.793333333,0.727075193790698,0.671102980346546,0.708245764783451,0.658636814075783,0.632405069395717
0.66,0.694166666666667,0.663745285163186,0.663811482240678,0.700069042753764,0.678970207286708
0.73,0.694166666666667,0.663745285163186,0.751528762965225,0.729312400220178,0.678970207286708
0.51,0.694166666666667,0.663745285163186,0.57848180654807,0.599684363951674,0.56325707524394
0.66,0.694166666666667,0.663745285163186,0.680912541377741,0.66987422671906,0.678970207286708
0.69,0.694166666666667,0.663745285163186,0.740977364028865,0.737672329104959,0.678970207286708
0.44,0.455833333333334,0.663745285163186,0.442007464934486,0.48651459850182,0.44345308540119
0.76,0.694166666666667,0.663745285163186,0.696981298219308,0.716349901151227,0.678970207286708
0.78,0.694166666666667,0.663745285163186,0.770450311528694,0.728897565419092,0.678970207286708
0.64,0.694166666666667,0.663745285163186,0.65553722026523,0.670071919847336,0.678970207286708
0.57,0.614210526315789,0.613100991636294,0.601875944685175,0.583473472113767,0.5605079998976
0.42,0.453970588235294,0.613100991636294,0.37411612090265,0.461620141525472,0.422986983265771
0.62,0.614210526315789,0.613100991636294,0.679957055944446,0.65893085071464,0.67430785712228
0.49,0.471025641025641,0.7937149886518,0.521801247192306,0.479712350268278,0.609822191954759
0.8,0.81,0.7937149886518,0.716643695260624,0.697665293367129,0.84443867455292
0.78,0.81,0.7937149886518,0.77602383420822,0.662760418314311,0.84443867455292
0.49,0.455833333333334,0.7937149886518,0.514497174728477,0.479400790097071,0.610012704147677
0.8,0.81,0.7937149886518,0.78249565000965,0.724845643308884,0.84443867455292
0.49,0.453970588235294,0.7937149886518,0.555863510984166,0.465647402253418,0.594409692666362
0.83,0.81,0.7937149886518,0.75948561768339,0.709236092746478,0.84443867455292
0.71,0.81,0.7937149886518,0.738034557516731,0.653178750897556,0.84443867455292
0.77,0.847766666666667,0.788194487235145,0.652952164891503,0.682322036301888,0.836136812840726
0.83,0.847766666666667,0.788194487235145,0.685207854346109,0.687032095320002,0.836136812840726
0.89,0.745,0.788194487235145,0.763522889094003,0.699292370149903,0.836136812840726
0.85,0.847766666666667,0.788194487235145,0.750029123863811,0.719925322653083,0.836136812840726
0.93,0.847766666666667,0.788194487235145,0.761910703957607,0.698602894699351,0.836136812840726
0.92,0.75,0.788194487235145,0.761583618047332,0.700589558292506,0.836136812840726
0.75,0.779166666666667,0.687391837298321,0.790949812803451,0.671686833388869,0.724514540359403
0.61,0.779166666666667,0.687391837298321,0.653366412256828,0.566232331881567,0.610635837887998
0.76,0.779166666666667,0.687391837298321,0.746961424849492,0.661875278834207,0.724514540359403
0.45,0.408,0.687391837298321,0.495181100070137,0.458443949308131,0.488522409793869
0.71,0.779166666666667,0.687391837298321,0.709715497737058,0.641492017354164,0.724514540359403
0.69,0.779166666666667,0.687391837298321,0.691736714368528,0.601087664234001,0.642568012431842
0.45,0.455833333333334,0.687391837298321,0.581525754529123,0.458132389136925,0.488714039034097
0.8,0.779166666666667,0.687391837298321,0.788437551509164,0.703577242348738,0.724514540359403
0.84,0.779166666666667,0.687391837298321,0.793489852967114,0.687967691786332,0.724514540359403
0.76,0.761515151545454,0.709200688690771,0.643753352641722,0.677639229562151,0.736495670239891
0.69,0.761515151545454,0.709200688690771,0.687050474507363,0.66782767500749,0.736495670239891
0.69,0.761515151545454,0.709200688690771,0.701068626571318,0.66966723348692,0.736495670239891
0.76,0.761515151545454,0.709200688690771,0.66927407890893,0.647444413527447,0.736495670239891
0.82,0.761515151545454,0.709200688690771,0.759691828574793,0.70952963852202,0.736495670239891
0.78,0.761515151545454,0.709200688690771,0.704400164056666,0.705291380213039,0.736495670239891
0.77,0.761515151545454,0.709200688690771,0.723022055957381,0.695906751552769,0.736495670239891
0.76,0.827936507952381,0.766446976748078,0.647783494070527,0.700001503355111,0.766694259029516
0.84,0.827936507952381,0.766446976748078,0.731415474771502,0.729244860821524,0.766694259029516
0.75,0.827936507952381,0.766446976748078,0.702188092323266,0.695971297912466,0.766694259029516
0.73,0.827936507952381,0.766446976748078,0.700497813856313,0.69202950727988,0.766694259029516
0.45,0.408,0.766446976748078,0.450458820505609,0.486758619274374,0.531306613538092
0.81,0.827936507952381,0.766446976748078,0.715706675395481,0.737604789706306,0.766694259029516
0.43,0.455833333333334,0.766446976748078,0.467408471352407,0.486447059103167,0.531497751927142
0.91,0.827936507952381,0.766446976748078,0.724420038187733,0.716282361752574,0.766694259029516
0.85,0.827936507952381,0.766446976748078,0.701085830179936,0.670004380448682,0.766694259029516
0.846666667,0.654395833375,0.704538519026421,0.693510392603012,0.673580030331914,0.738982296734442
0.64,0.675555555555556,0.672601444487182,0.558993664861929,0.702010512840078,0.661849420249399
0.69,0.675555555555556,0.672601444487182,0.700932742409291,0.731253870306492,0.661849420249399
0.42,0.476,0.672601444487182,0.409935268982612,0.488767628759341,0.425951587953067
0.56,0.51,0.672601444487182,0.574106494561368,0.631411343685211,0.57993563670078
0.68,0.675555555555556,0.672601444487182,0.647983482992354,0.739613799191273,0.661849420249399
0.69,0.675555555555556,0.672601444487182,0.66227819906576,0.729662663490966,0.661849420249399
0.43,0.453970588235294,0.672601444487182,0.384840463436739,0.474702680744482,0.410454913839897
0.7,0.675555555555556,0.672601444487182,0.662131006604848,0.718291371237541,0.661849420249399
0.67,0.675555555555556,0.672601444487182,0.759928679919222,0.730839035505407,0.661849420249399
0.72,0.708181818181818,0.696578073024213,0.725556902333767,0.67300631075258,0.763342428170387
0.68,0.708181818181818,0.696578073024213,0.837496733583549,0.685688365845925,0.763342428170387
0.77,0.708181818181818,0.696578073024213,0.808944846098172,0.718581593179005,0.763342428170387
0.76,0.708181818181818,0.696578073024213,0.861808085249823,0.709806829493139,0.763342428170387
0.69,0.712307692307692,0.660353311741979,0.577005714972361,0.678424321236082,0.692858472189435
0.63,0.712307692307692,0.660353311741979,0.638777208245469,0.648229505201378,0.692858472189435
0.78,0.712307692307692,0.660353311741979,0.698703849352073,0.6966918432267,0.692858472189435
0.88,0.894615384615384,0.801277426751354,0.64976783275124,0.701379818154449,0.779082775063034
0.67,0.894615384615384,0.801277426751354,0.63750140214005,0.595925316647148,0.665761978552063
0.92,0.894615384615384,0.801277426751354,0.748433681264702,0.730623175620863,0.779082775063034
0.9,0.894615384615384,0.801277426751354,0.709013953001299,0.697349612711805,0.779082775063034
0.89,0.894615384615384,0.801277426751354,0.727200795001746,0.738983104505644,0.779082775063034
0.45,0.455833333333334,0.801277426751354,0.471037637689617,0.487825373902505,0.544437489790492
0.886666667,0.654395833375,0.609451762640689,0.584260927974658,0.660983378294632,0.813366547434393
0.58,0.564920634904762,0.599814594094726,0.660967124585132,0.706926179376113,0.685026320784924
0.62,0.564920634904762,0.599814594094726,0.687648770042115,0.736169536842527,0.685026320784924
0.54,0.564920634904762,0.599814594094726,0.649969643539152,0.697114624821452,0.685026320784924
0.54,0.564920634904762,0.599814594094726,0.584565662147753,0.698954183300882,0.685026320784924
0.61,0.564920634904762,0.599814594094726,0.692668813046105,0.715501478350035,0.685026320784924
0.55,0.564920634904762,0.599814594094726,0.763650460141362,0.711636238394228,0.685026320784924
0.58,0.564920634904762,0.599814594094726,0.656844261041407,0.676731363341409,0.685026320784924
0.68,0.564920634904762,0.599814594094726,0.844766635204591,0.723896513224128,0.685026320784924
0.63,0.564920634904762,0.599814594094726,0.713496739355715,0.744529465727308,0.685026320784924
0.42,0.455833333333334,0.599814594094726,0.374922189971998,0.49337173512417,0.448893009260108
0.59,0.564920634904762,0.599814594094726,0.739661050223485,0.735754702041442,0.685026320784924
0.63,0.655076923076923,0.604056457376063,0.711057125375802,0.715395904686898,0.690491178744404
0.56,0.655076923076923,0.604056457376063,0.633037682199447,0.694727846194406,0.690491178744404
0.59,0.655076923076923,0.604056457376063,0.594284243908814,0.690862606238599,0.690491178744404
0.58,0.655076923076923,0.604056457376063,0.57655546401032,0.655957731185781,0.690491178744404
0.5,0.53,0.604056457376063,0.526824748325572,0.615553378065617,0.608834876892819
0.6,0.655076923076923,0.604056457376063,0.647257883420677,0.713804697871373,0.690491178744404
0.49,0.471025641025641,0.706177573921714,0.480884008886143,0.457662698135157,0.573081677869713
0.81,0.81,0.706177573921714,0.642888054822862,0.675615641234008,0.807399303525685
0.75,0.81,0.706177573921714,0.724291317464254,0.64071076618119,0.807399303525685
0.78,0.81,0.706177573921714,0.697434486785971,0.708508868567088,0.807399303525685
0.69,0.81,0.706177573921714,0.670083693319255,0.640908459309465,0.807399303525685
0.66,0.691666666666667,0.64290989706484,0.636109525523131,0.666055947652215,0.683404112687536
0.68,0.691666666666667,0.64290989706484,0.790117421156908,0.682603242701368,0.683404112687536
0.67,0.706666666666667,0.64290989706484,0.686470137341996,0.643833127692742,0.683404112687536
0.55,0.51,0.64290989706484,0.502538122197552,0.603428774572579,0.600984232447646
0.67,0.691666666666667,0.64290989706484,0.69462533220385,0.644030820821018,0.683404112687536
0.54,0.523333333333333,0.511730626718676,0.536783695589294,0.569842466102931,0.460423088206358
0.5,0.523333333333333,0.511730626718676,0.531041527155256,0.532627112561286,0.460423088206358
0.54,0.523333333333333,0.511730626718676,0.498277909594955,0.545309167654632,0.460423088206358
0.48,0.353333333333333,0.473903105192552,0.651497004875199,0.40994622928844,0.455001649487044
0.48,0.474806666666667,0.473903105192552,0.504527410428114,0.523976029769662,0.455001649487044
0.48,0.474806666666667,0.473903105192552,0.327873085978639,0.532371064643756,0.455001649487044
0.49,0.474806666666667,0.473903105192552,0.418577221230336,0.543052881446629,0.455001649487044
0.49,0.474806666666667,0.473903105192552,0.3793003163732,0.544229253461069,0.455001649487044
0.5,0.523333333333333,0.51306497664021,0.493501018567177,0.514190158821648,0.564398159655521
0.42,0.475,0.51306497664021,0.504710926181654,0.417835685462202,0.448685027612752
0.48,0.471025641025641,0.51306497664021,0.580165863413561,0.304977480183556,0.564398159655521
0.53,0.4875,0.51306497664021,0.53274831291038,0.447621195109425,0.564398159655521
0.6,0.523333333333333,0.51306497664021,0.521062709143886,0.550110773224162,0.564398159655521
0.47,0.453970588235294,0.51306497664021,0.525563469363516,0.290912532168696,0.564398159655521
0.62,0.523333333333333,0.51306497664021,0.534645591629699,0.534501222661756,0.564398159655521
0.57,0.523333333333333,0.51306497664021,0.518621489210389,0.547048886929621,0.564398159655521
0.58,0.498,0.51306497664021,0.490930919784741,0.488223241357864,0.564398159655521
0.61,0.599754761892857,0.653976082835769,0.722669377536026,0.708951425838485,0.53696004671259
0.62,0.599754761892857,0.653976082835769,0.637318473830294,0.671736072296841,0.53696004671259
0.57,0.404,0.653976082835769,0.486421637655188,0.466465184291335,0.299446742594852
0.58,0.599754761892857,0.653976082835769,0.738467866899181,0.684418127390186,0.53696004671259
0.67,0.599754761892857,0.653976082835769,0.662365731983508,0.696678402220087,0.53696004671259
0.63,0.599754761892857,0.653976082835769,0.641147961702465,0.609108899217205,0.454485302481038
0.57,0.453970588235294,0.653976082835769,0.5049704758519,0.452400236276476,0.283843944401984
0.62,0.599754761892857,0.653976082835769,0.69706699035654,0.7085365910374,0.53696004671259
0.67,0.599754761892857,0.653976082835769,0.70500865715798,0.69797559036269,0.53696004671259
0.93,0.93,0.880235913025629,0.79087816285443,0.61031558443175,0.855197397092199
0.93,0.93,0.880235913025629,0.885792309979018,0.745013443405465,0.968746809490325
0.44,0.471025641025641,0.880235913025629,0.734222288858139,0.502527201858315,0.733437070489507
0.94,0.93,0.880235913025629,0.852017658292582,0.685575269904348,0.968746809490325
0.93,0.93,0.880235913025629,0.993093699464267,0.753373372290246,0.968746809490325
0.44,0.455833333333334,0.880235913025629,0.719525697713245,0.502215641687108,0.733628145617287
0.93,0.93,0.880235913025629,0.99159332471407,0.74459860860438,0.968746809490325
0.94,0.93,0.880235913025629,0.890091281529484,0.73403760792967,0.968746809490325
0.58,0.565384615384615,0.592007472194776,0.669006337461416,0.691403230343712,0.631894980192297
0.64,0.565384615384615,0.592007472194776,0.633557337788725,0.679130206725314,0.631894980192297
0.51,0.4875,0.592007472194776,0.392513991342739,0.591560703722432,0.567082064616978
0.63,0.565384615384615,0.592007472194776,0.611034030327456,0.694050281837168,0.631894980192297
0.51,0.453970588235294,0.592007472194776,0.280113363940943,0.434852040781702,0.432983268217142
