ConditionalTree,M5P,Cubist,SVMR,LARS,MARS
-0.030714286,-0.051188918,-0.007000017,0.020531264,0.072368833,-0.086212103
-0.020714286,-0.041188918,-0.009000041,0.032861247,0.061046405,-0.076212103
-0.12,0.023577186,0.010991704,0.035576352,-0.008306412,-0.065960601
0.011941026,-0.006422814,0.018991692,-0.030034982,0.059176093,0.011373825
0.061941026,0.043577186,0.073991687,-0.011273426,0.121858148,0.061373825
-0.105,-0.006422814,0.010991676,0.081898037,0.036953273,0.011373825
-0.008058974,-0.026422814,0.00999167,0.024453633,0.065415611,-0.008626175
0.009285714,0.006202065,-0.005617628,-0.003976596,0.001576276,0.05153049
0.009285714,0.006202065,-0.005617628,0.03115442,-0.004205073,0.05153049
-0.044166667,0.016202065,0.004382372,0.086118753,-0.197947963,0.06153049
-0.000714286,-0.003797935,-0.000617642,0.015994965,0.013874003,0.04153049
0.049285714,0.046202065,0.034382372,0.026766516,0.015609359,0.09153049
-0.018,-0.123996679,-0.127778893,-0.122467227,-0.150279722,-0.113064952
0.002,-0.103996679,-0.119778917,-0.154880699,-0.163553285,-0.093064952
0.002,-0.103996679,-0.122778878,-0.167638118,-0.169334634,-0.093064952
-0.008974359,0.276003321,0.176221092,-0.013738952,0.007234037,0.050710951
-0.038,-0.143996679,-0.145778918,-0.147257022,-0.16763267,-0.133064952
0.003970588,0.306003321,0.206221092,-0.015769809,0.023169089,0.065192844
-0.038,-0.143996679,-0.152778888,-0.147308808,-0.183242221,-0.133064952
0.062,-0.043996679,-0.070778894,-0.106661449,-0.129520202,-0.033064952
0.085466667,-0.020530012,-0.050312248,-0.121275806,-0.115832896,-0.009598285
0.015,-0.05214426,0.017725852,-0.084964818,0.050947018,-0.076032198
0.025,-0.04214426,0.013725853,-0.140236375,0.023731665,-0.066032198
0.085,0.01785574,0.038725827,-0.065262365,-0.008681018,-0.12174533
0.105,0.03785574,0.100725822,0.013557739,0.12027896,0.013967802
0.035,-0.03214426,0.028725848,-0.014656226,0.04641372,-0.056032198
-0.015,-0.08214426,-0.017274144,-0.07656805,0.008673994,-0.106032198
-0.054166667,0.09785574,0.07372587,-0.100309177,-0.041850784,-0.121505387
0.005,-0.06214426,0.008725839,-0.102625341,0.04359407,-0.086032198
-0.025,-0.09214426,-0.022274148,-0.100813154,0.010532183,-0.116032198
-0.015,-0.08214426,-0.014274123,-0.117062342,0.009971183,-0.106032198
0.035,-0.03214426,0.015725837,-0.090851905,0.011706538,-0.056032198
0.015641026,-0.01754659,0.011761639,-0.021125302,0.023344025,0.055545432
0.041025641,0.14245341,0.020200617,0.257457101,-0.020087305,-0.019381714
0.005641026,-0.02754659,0.001761639,0.026671071,0.027865638,0.045545432
-0.024358974,-0.05754659,-0.026238327,-0.004480378,0.030758865,0.015545432
-0.014358974,-0.04754659,0.053761666,-0.024758283,0.03080773,0.025545432
-0.044358974,-0.07754659,-0.047238374,-0.094450721,-0.008576899,-0.004454568
0.027075194,-0.045942938,-0.009104145,-0.030054605,-0.011615387,-0.011775215
-0.043636364,0.024057062,0.013895864,-0.108981763,-0.032188511,-0.057488347
-0.032924806,-0.105942938,-0.068104157,-0.081465898,-0.053228534,-0.071775215
-0.044166667,0.154057062,0.068983912,-0.047181201,-0.015358277,-0.048258035
-0.022924806,-0.095942938,-0.05710417,-0.027934696,-0.019913424,-0.061775215
0.03,-0.105942938,-0.06710417,-0.0460853,-0.03297531,-0.071775215
0.117075194,0.044057062,0.079895868,0.014803227,0.058199044,0.078224785
0.063008527,-0.010009605,0.017829185,-0.056651678,-0.005646983,0.024158118
-0.025,-0.051906295,-0.177926195,-0.073835891,-0.136723983,-0.207466358
-0.005,-0.031906295,-0.063926213,-0.023601359,0.017973876,-0.088152644
-0.045,-0.071906295,-0.126926215,-0.095118553,-0.055299687,-0.128152644
0.095,0.068093705,0.022073789,0.071150865,0.097305818,0.011847356
-0.045,-0.071906295,-0.112926216,-0.042798383,-0.034988623,-0.128152644
0.005,-0.021906295,-0.053926213,0.014419574,0.027559041,-0.078152644
0.043636364,0.12680377,0.062999988,0.169956419,0.323828659,0.231160171
0.063636364,0.14680377,0.075000001,0.171984904,0.24344398,0.135447039
0.021025641,0.02680377,-0.06500001,-0.014808944,0.010585775,-0.073527271
0.063636364,0.14680377,0.082999988,0.209998809,0.352403958,0.251160171
0.043636364,0.12680377,0.062999988,0.189718675,0.328538718,0.231160171
-0.016363636,0.06680377,-0.002000008,0.155830725,0.19322949,0.100083966
0.003636364,0.08680377,0.024999992,0.210966968,0.315719068,0.191160171
0.003970588,0.02680377,-0.053000015,0.005402823,-0.003479173,-0.086973663
-0.006363636,0.07680377,0.014999992,0.208937945,0.302657182,0.181160171
-0.006363636,0.07680377,0.009999996,0.13555399,0.243831536,0.181160171
-0.192863636,-0.10969623,-0.176500004,-0.068925839,0.047552175,-0.005339829
0.007272727,-0.048225699,-0.08029983,-0.036772299,-0.007939498,-0.156511348
0.027272727,-0.028225699,0.01070015,0.030106828,0.113484798,-0.037361895
0.007272727,-0.048225699,-0.013299859,0.011690136,0.087703449,-0.057361895
0.007272727,-0.048225699,-0.012299812,-0.015481041,0.089543007,-0.057361895
0.097272727,0.041774301,0.013700178,0.071034362,0.087130325,-0.083075027
0.067272727,0.011774301,0.057700179,0.079180333,0.162225062,0.002638105
-0.032727273,-0.088225699,-0.035299852,-0.016354389,0.074485337,-0.097361895
0.067272727,0.011774301,0.032700143,0.044251358,0.12751788,0.002638105
-0.074091667,-0.082620851,-0.068533134,-0.046198453,-0.087259625,-0.020637495
-0.044091667,-0.052620851,-0.047533138,-0.006813182,0.0048256,0.009362505
-0.28,-0.002620851,-0.016533132,-0.16958699,-0.204372641,-0.127050255
-0.044091667,-0.052620851,-0.048533125,0.018896581,-0.010783951,0.009362505
-0.044091667,-0.052620851,-0.047533138,-0.004242223,0.001763713,0.009362505
0.026,-0.041555221,-0.050999944,-0.076991039,-0.073207779,-0.071534967
-0.024,-0.091555221,-0.089999907,-0.092013218,-0.098954924,-0.121534967
-0.024,-0.091555221,-0.08899992,-0.10080083,-0.096968261,-0.121534967
0.176,0.108444779,0.090000052,0.084458449,0.054767094,0.078465033
0.008137255,-0.059527715,0.028999903,-0.121102721,-0.032245711,-0.028785985
0.008137255,-0.059527715,0.028999903,-0.062697137,-0.036275916,-0.028785985
-0.116,0.130472285,-0.081037779,-0.043958092,-0.055488595,-0.075772105
-0.021862745,-0.089527715,-0.001000097,-0.035070264,-0.030355302,-0.058785985
-0.011862745,-0.079527715,0.008999903,-0.052177093,-0.033978189,-0.048785985
0.055,-0.014168989,0.001912847,0.024093913,0.12744504,0.02358934
0.195,0.125831011,0.095912843,0.062203053,0.161990538,0.052028217
0.045,-0.024168989,-0.010087128,0.013443416,0.113414834,0.01358934
0.025,-0.044168989,-0.032087162,-0.028326462,0.087633485,-0.00641066
0.081025641,0.205831011,0.109912858,-0.135662854,0.134202155,0.012399956
-0.005,-0.074168989,-0.05608712,0.0061628,0.072155099,-0.03641066
0.155,0.085831011,0.088912835,0.13019289,0.197250224,0.12358934
0.195,0.125831011,0.110912828,0.044432108,0.19684587,0.08331053
0.005,-0.064168989,-0.036087129,0.021642481,0.10509719,-0.02641066
-0.045,-0.114168989,-0.091087124,-0.117198761,0.043725898,-0.07641066
-0.035,-0.104168989,-0.075087142,-0.007509058,0.066273562,-0.06641066
0.032533333,-0.036635656,-0.03755384,0.013661468,0.065201889,0.001122673
-0.018058974,-0.120208541,-0.009062097,-0.039910189,0.103217714,-0.034045375
0.171941026,0.069791459,0.116937892,0.049995711,0.200805031,0.040241493
0.261941026,0.159791459,0.22793786,0.092334112,0.320590541,0.170878436
-0.038058974,-0.140208541,-6.21E-05,-0.017703606,0.123080119,-0.054045375
0.32,0.229791459,0.194937875,0.092237732,0.233881878,0.085544788
0.015111111,0.019319504,0.009697803,0.130882749,0.225551168,0.062295582
-0.004888889,-0.000680496,-0.010302197,0.139347989,0.197579172,0.042295582
0.105111111,0.109319504,0.099697803,0.077305749,0.215166489,0.03658245
0.035111111,0.039319504,0.029697803,0.122513259,0.262521502,0.082295582
-0.014888889,-0.010680496,-0.020302197,0.175918556,0.233154454,0.032295582
0.023970588,0.049319504,0.024360753,-0.059986993,0.028243336,-0.157550894
-0.032307692,-0.077638598,-0.094089875,-0.064763937,-0.078783361,-0.087447142
0.247692308,0.202361402,0.150910099,0.194649591,0.110643515,0.076839726
-0.046,0.232361402,0.134910095,0.214476587,0.027785309,0.222552858
-0.082307692,-0.127638598,-0.138089893,-0.135016537,-0.114261748,-0.137447142
-0.072307692,-0.117638598,-0.11908989,-0.103373004,-0.081319656,-0.127447142
-0.121766667,0.076417547,0.186647439,0.38093332,0.001804939,0.168941042
-0.024513333,-0.043493772,0.001000044,0.088910615,-0.00458029,-0.012168141
-0.056029412,0.136506228,0.087000062,-0.017477443,-0.079540273,0.022739038
-0.024513333,-0.043493772,0.001000044,-0.038570399,-0.003403918,-0.012168141
-0.024513333,-0.043493772,-0.00099993,-0.027721448,-0.013964919,-0.012168141
-0.035079365,-0.040585627,-0.029623425,0.158836891,0.148241268,0.000363651
0.034920635,0.029414373,0.039376588,0.238282847,0.19757321,0.070363651
-0.035079365,-0.040585627,-0.030623412,0.212709343,0.135968244,0.000363651
-0.065079365,-0.070585627,-0.059623425,0.206285474,0.126601197,-0.029636349
-0.075079365,-0.080585627,-0.069623425,0.122798988,0.110888319,-0.039636349
-0.066029412,0.039414373,-0.077863027,-0.054472701,-0.028309922,-0.171646256
-0.045079365,-0.050585627,-0.039623425,0.128898956,0.125278769,-0.009636349
-0.029166667,-0.042460143,-0.024673693,0.072309339,0.243647298,0.000352499
-0.019166667,-0.032460143,-0.012673689,0.194989464,0.282890656,0.010352499
-0.029166667,-0.042460143,-0.02567371,0.120106811,0.239617093,0.000352499
-0.049166667,-0.062460143,-0.052673709,0.002597255,0.123262619,-0.135360633
0.030833333,0.017539857,0.036326294,0.212701445,0.312222597,0.060352499
-0.029166667,-0.042460143,-0.030673705,0.090830132,0.173048129,-0.073615298
0.215833333,0.147539857,0.1473263,0.145908032,0.220092854,-0.022489264
0.050833333,0.037539857,0.052326286,0.259597965,0.293650175,0.080352499
0.289566667,0.204851168,-0.093242315,0.112277425,0.156881357,0.054463431
0.019285714,-0.072195866,0.018371701,-0.003985253,-0.073845857,-0.063308431
0.109285714,0.017804134,-0.094628308,0.012571639,-0.074418981,-0.089021563
-0.040714286,-0.132195866,0.012371721,-0.031151316,-0.107063968,-0.123308431
-0.010714286,-0.102195866,-0.011628299,0.041031532,-0.062143893,-0.093308431
-26.50071429,-26.59226806,-26.27999999,-26.58558848,-26.61015561,-26.60078813
0.03173913,0.039343833,0.062996938,0.006773027,0.098537259,0.136400644
0.06173913,0.069343833,-0.017003076,0.023142318,0.023082757,0.051966381
0.05173913,0.059343833,0.082996938,0.060163153,0.114507053,0.156400644
0.18173913,0.189343833,0.062996902,0.162769616,0.14815258,0.170687512
0.00173913,0.009343833,-0.027003064,0.03095966,0.038342443,0.106400644
0.02173913,0.029343833,0.052996938,0.061471859,0.105507593,0.126400644
-0.00826087,-0.000656167,0.022996938,0.015661566,0.08618941,0.096400644
-0.10826087,-0.100656167,-0.077003062,-0.048138545,-0.025181883,-0.003599356
-0.10826087,-0.100656167,-0.077003062,-0.029900552,-0.012634218,-0.003599356
-0.08826087,-0.080656167,-0.057003062,-0.03697878,-0.003195219,0.016400644
0.01173913,0.019343833,0.010996933,-0.000380858,0.048540136,0.116400644
0.041538462,0.010750642,0.006879151,0.021569221,0.062319789,-0.083383012
0.051538462,0.020750642,0.056879172,0.053995204,0.167962736,0.041135945
0.041538462,0.010750642,0.046879172,0.036961816,0.159802294,0.031135945
0.131538462,0.100750642,0.08687916,-0.015835669,0.157389612,0.005422813
0.001538462,-0.029249358,0.019879124,0.021150153,0.136349589,-0.008864055
0.001538462,-0.029249358,0.006879172,0.023257785,0.097777168,-0.008864055
-0.08224,-0.303934132,-0.263405492,-0.321053708,-0.260074351,-0.298141826
-0.08224,-0.303934132,-0.296405485,-0.324470606,-0.299129263,-0.298141826
-0.06224,-0.283934132,-0.275405498,-0.303044402,-0.277289705,-0.278141826
0.046666667,-0.003934132,-0.077405515,-0.087591799,-0.089702388,-0.113854958
-0.018974359,0.196065868,0.015559921,0.02748656,-0.002560593,-0.035285251
-0.06224,-0.283934132,-0.257405491,-0.329934016,-0.26074241,-0.278141826
0.31776,0.096065868,0.091594491,0.05506087,0.080487475,0.101858174
0.15776,-0.063934132,-0.104405463,-0.107492567,-0.119916878,-0.140488132
-0.034166667,0.196065868,-0.022804579,0.003993421,-0.002872153,-0.035092687
-0.02224,-0.243934132,-0.202405505,-0.251932001,-0.1974273,-0.238141826
-0.09224,-0.313934132,-0.270405471,-0.331822405,-0.271665558,-0.308141826
-0.036029412,0.196065868,0.008261154,0.006923559,-0.016625541,-0.050863751
0.33776,0.116065868,0.147594504,0.143869594,0.146963149,0.121858174
0.002173913,0.079500401,-0.070805789,0.107645398,0.122304108,0.059697296
-0.217826087,-0.140499599,-0.209805789,-0.039350042,0.037001967,-0.045788562
-0.217826087,-0.140499599,-0.210805776,-0.064727537,0.016333909,-0.045788562
-0.007826087,0.069500401,-0.000805776,0.160908906,0.234728944,0.164211438
0.002173913,0.079500401,-0.000805796,0.138962621,0.157159441,0.091807651
-0.157826087,-0.080499599,-0.149805789,0.09245939,0.105361896,0.014211438
-0.027826087,0.049500401,-0.019805789,0.172548019,0.214039468,0.144211438
0.018333333,-0.024693591,0.031874297,0.072135716,-0.034731909,0.036172257
-0.051666667,-0.094693591,-0.030125687,0.056335681,-0.036933807,-0.033827743
-0.011666667,-0.054693591,0.001874297,0.000884174,-0.002646684,0.006172257
-0.046029412,0.165306409,-0.07265237,0.074360944,-0.041844925,-0.027043953
-0.011666667,-0.054693591,0.001874297,0.032656616,-0.005708571,0.006172257
-0.04224,-0.144961506,-0.123385859,-0.115589855,-0.217861592,-0.098161062
-0.136666667,0.015038494,-0.06738589,-0.052430745,-0.163316094,-0.052842402
-0.05224,-0.154961506,-0.098385892,-0.176117489,-0.198618235,-0.108161062
0.00776,-0.094961506,-0.085385883,-0.150786306,-0.177673147,-0.048161062
0.07776,-0.024961506,-0.029385881,-0.083278585,-0.128056408,0.021838938
0.06776,-0.034961506,-0.088385906,-0.121692426,-0.178460761,-0.070685164
-0.06224,-0.164961506,-0.110385866,-0.181861795,-0.210209441,-0.118161062
-0.026029412,0.325038494,-0.021375011,0.163937546,0.024830576,0.118571358
0.046666667,0.135038494,0.134614127,0.064735874,0.032141285,0.181838938
-0.017157778,-0.064782865,0.059996545,-0.079238087,0.001728853,-0.029676005
0.052842222,0.005217135,0.039996572,-0.058781795,-0.018844271,-0.075389137
-0.017157778,-0.064782865,0.090996563,0.080343283,0.020115706,-0.029676005
-0.017157778,-0.064782865,0.093996525,-0.024260941,0.028510741,-0.029676005
0.033970588,0.265217135,0.039388644,0.00670248,0.114232575,0.047817763
-0.007157778,-0.054782865,0.104996572,0.031552013,0.039807929,-0.019676005
0.019130435,-0.090359439,-0.059400296,0.026882974,-0.155509706,0.000961524
0.019130435,-0.090359439,-0.066400325,0.019146969,-0.159451496,0.000961524
0.049130435,-0.060359439,-0.007400281,-0.055888037,-0.112904201,0.030961524
-0.010869565,-0.120359439,-0.080400293,-0.022294181,-0.176769441,-0.029038476
0.159130435,0.049640561,0.057599702,-0.034035992,-0.041674316,0.140961524
0.025833333,0.329640561,-0.003272735,0.093789061,0.054966056,0.183482355
0.023970588,0.329640561,0.022504307,0.072020175,0.041212668,0.167676128
-0.12,0.021481159,-0.013468909,-0.017661751,-0.202717102,-0.082278232
-0.018095238,-0.068518841,-0.092468932,-0.06865793,-0.158019243,-0.065835283
-0.055,0.061481159,0.027531078,-0.016777179,-0.157647279,-0.051548415
-0.008095238,-0.058518841,-0.084468966,-0.048404102,-0.172552541,-0.055835283
0.001904762,-0.048518841,-0.072468932,-0.00765377,-0.135372191,-0.045835283
0.001904762,-0.048518841,-0.073468919,-0.03867351,-0.148995078,-0.045835283
0.191904762,0.141481159,0.112531073,0.103194023,-0.007259723,0.144164717
-0.101746666,-0.130666469,-0.065319976,-0.161399706,-0.193271642,0.027147195
-0.040869565,-0.11730757,-0.103165064,-0.052889186,-0.170788024,-0.068638837
0.009130435,-0.06730757,-0.065165029,-0.099482194,-0.130599579,-0.018638837
0.046363636,0.25269243,0.164834938,0.117096642,0.098827297,0.185648031
-0.060869565,-0.13730757,-0.117165022,-0.11402249,-0.186077965,-0.088638837
-0.01,0.27269243,0.211834948,0.152815175,0.148612806,0.239117586
0.025833333,0.36269243,0.003845967,0.092651258,0.095657531,0.174705904
-0.010869565,-0.08730757,-0.042165046,-0.006186706,-0.111959502,-0.038638837
0.294225641,-0.219549999,0.187859064,0.568061534,0.246778998,0.350156484
-0.146666667,0.005301975,0.029999971,0.016614894,0.055304918,-0.065687231
-0.056666667,-0.074698025,-0.050000029,0.015090726,0.070947865,-0.07180102
-0.124166667,-0.074698025,-0.050000029,-0.127295271,-0.132795025,-0.224791924
-0.026666667,-0.044698025,-0.020000029,-0.007997036,0.13841157,-0.04180102
-0.126029412,-0.074698025,-0.050000029,-0.141768092,-0.146548412,-0.23497475
-0.177009524,0.175902576,0.078782348,0.23006938,0.127081505,0.08455922
0.04,0.021660594,-0.03772176,-0.089099251,-0.005967471,-0.010374166
-0.021818182,-0.038339406,-0.01672173,0.045912543,0.068730388,0.044251632
0.04,0.021660594,0.032278292,-0.133485451,0.028887861,0.021767498
-0.021818182,-0.038339406,-0.01672173,0.006867332,0.077090317,0.044251632
-0.054166667,0.081660594,-0.004469702,-0.062954239,-0.054067414,-0.073095826
-0.041818182,-0.058339406,-0.03672173,0.077805751,0.035767889,0.024251632
-0.051818182,-0.068339406,-0.047721717,0.028656214,0.027754552,0.014251632
-0.011818182,-0.028339406,-0.009721751,-0.003726544,0.019489907,0.054251632
0.006,-0.006299284,-0.036000056,-0.00984755,0.029761209,-0.060871993
0.186,0.173700716,0.143999944,0.171222855,0.199949654,0.119128007
0.076,0.063700716,0.021999979,0.057261587,0.091789213,0.009128007
-0.078974359,0.113700716,-0.101159114,-0.115380725,-0.063481675,-0.17845115
-0.024,-0.036299284,-0.066000056,-0.021934807,0.004471268,-0.090871993
0.056,0.043700716,0.013999944,0.122207552,0.111651618,-0.010871993
-0.096029412,0.113700716,-0.108025628,-0.132448455,-0.077546623,-0.194058274
0.006,-0.006299284,-0.011000021,0.092277172,0.048028731,-0.060871993
-0.143913333,0.026450204,-0.112348315,0.025664674,0.021294766,-0.005147286
0.031842105,-0.011267303,0.041000073,-0.045202417,0.046821606,-0.013074373
0.035,-0.051267303,0.00200006,-0.025027909,0.035849593,-0.053074373
0.075833333,0.228732697,0.172423537,0.067720723,0.064691862,-0.005011733
0.001842105,-0.041267303,0.01200006,0.019845473,0.040136716,-0.043074373
0.021842105,-0.021267303,0.102000053,0.047225834,0.055898457,-0.023074373
-0.055566666,-0.142266643,-0.268736449,-0.213276815,-0.232338989,-0.299186665
0.03375,0.067383455,0.003000064,0.047494576,0.125417567,0.106517914
-0.068974359,0.107383455,-0.064999917,-0.147210657,-0.039853321,-0.082599854
0.02375,0.057383455,-0.015999939,0.097877677,0.093194747,0.096517914
-0.086029412,0.107383455,-0.047999927,-0.072798321,-0.053918269,-0.09765113
-0.014,-0.007183489,2.38E-08,0.019713273,0.089792716,0.109265567
0.006,0.012816511,0.020000024,-0.037578159,0.013438242,0.013552435
0.026,0.032816511,0.040000024,-0.047153591,0.150793255,0.149265567
0.088,-0.007183489,-0.135987049,-0.148556227,-0.119731523,-0.128734216
-0.004,0.002816511,0.010000024,-0.043504783,0.122090443,0.119265567
-0.038095238,-0.187165267,-0.059999976,-0.143939824,-0.221380818,-0.123663623
-0.08,0.292834733,0.420000024,0.10812133,0.036489438,0.157175773
0.001904762,-0.147165267,-0.019999976,-0.065510997,-0.158065708,-0.083663623
0.036666667,0.157646899,0.216000001,0.031063261,0.064689062,0.059677535
-0.013181818,-0.112353101,-0.031999984,-0.035695121,-0.070613079,-0.096404917
0.086363636,0.177646899,0.238999963,0.073134361,0.089758884,0.07788195
0.046,0.247646899,0.020305998,0.019442683,0.046900679,0.027522454
0.036666667,0.007646899,0.08,0.056702082,-0.010051253,0.023595083
-0.003181818,-0.102353101,-0.03,-0.040008353,-0.073575578,-0.086404917
-0.0864,-0.085441766,-0.596399998,-0.038488653,-0.011887339,0.021291248
0.2,0.049738604,0.081881602,-0.250597914,-0.137211886,0.034924741
0.03,-0.120261396,0.000881588,-0.340578563,-0.211568939,-0.022425161
-0.01,-0.160261396,-0.039118412,-0.38684624,-0.24972938,-0.062425161
0.09,-0.060261396,0.060881588,-0.285371052,-0.212356554,-0.043487592
-3.33E-16,-0.150261396,-0.029118412,-0.355672496,-0.199866975,-0.052425161
-0.01,-0.160261396,-0.039118412,-0.348533265,-0.212928862,-0.062425161
-0.3722,-0.124677499,0.456133328,-0.33329801,-0.262709459,-0.04202275
-0.004166667,-0.006396971,0.001055174,-0.015062839,-0.121758607,0.008375047
0.055833333,0.053603029,0.061055174,0.046379992,-0.065700398,0.068375047
0.083333333,0.093603029,0.101055174,0.029098692,-0.118113081,-0.007338085
0.085833333,0.083603029,0.091055174,0.029815482,-0.019153103,0.098375047
-0.004166667,-0.006396971,0.001055174,-0.163060945,-0.100758068,0.008375047
-0.276029412,0.083603029,-0.298007201,-0.082539977,-0.255036234,-0.151616936
-0.014166667,-0.016396971,-0.008944826,-0.036741765,-0.098899879,-0.001624953
0.085833333,0.083603029,0.091055174,0.019377531,-0.057725525,0.098375047
0.028,0.023547786,0.05725457,-0.022381794,0.118064265,0.085670535
0.078,0.073547786,0.068254595,-0.011934843,0.075651582,0.019957403
0.123333333,0.273547786,0.210254567,0.074018531,0.162793377,0.128330797
-0.022,-0.026452214,0.013254552,0.048128963,0.08074632,0.035670535
-0.022,-0.026452214,0.018254547,0.08970051,0.093006595,0.035670535
0.135133333,-0.00164463,-0.078151381,-0.018978905,-0.045825069,0.024519145
-0.013181818,-0.124775112,-0.042207577,-0.080015005,-0.119352048,-0.027407071
-0.013181818,-0.124775112,-0.042207577,-0.032224662,-0.123382253,-0.027407071
-0.008974359,0.185224888,-0.043825518,-0.015766816,-0.022594932,0.045121744
-0.013181818,-0.124775112,-0.042207577,-0.224352284,-0.102381714,-0.027407071
-0.08,0.075224888,0.157792423,-0.020736282,0.010048783,0.09013281
-0.023181818,-0.134775112,-0.052207577,-0.035312126,-0.113071189,-0.037407071
-0.119884849,-0.075670267,-0.405573799,-0.061710737,-0.10878813,0.024695392
0.008190476,0.052335452,0.002492868,0.253899201,0.33984011,0.220009594
-0.011809524,0.032335452,-0.017507132,0.224025517,0.311868114,0.200009594
0.018190476,0.062335452,0.012492868,0.306486998,0.387443397,0.230009594
0.048190476,0.092335452,0.042492868,0.362901758,0.411730519,0.260009594
0.028190476,0.072335452,0.022492868,0.357523089,0.387492261,0.240009594
-0.011809524,0.032335452,-0.017507132,0.341982205,0.336120969,0.200009594
0.283133334,0.20230057,0.200800753,0.084345857,0.100176845,0.122781266
0.041025641,0.265621563,0.08198405,0.052563675,0.062650375,0.080373445
-0.0153,-0.124378437,-0.041001506,0.006603726,-0.105531442,-0.071981794
-0.0153,-0.124378437,-0.039001532,0.005456298,-0.097136407,-0.071981794
-0.0353,-0.144378437,-0.058501508,-0.027981561,-0.117825883,-0.091981794
0.142173913,0.133935817,0.173308177,0.168301602,0.285836377,0.025170144
0.218,0.273935817,0.269499717,0.186255789,0.312978172,0.043931372
-0.007826087,-0.016064183,0.034308155,0.015601354,0.268111465,-0.009116724
0.282173913,0.273935817,0.324308155,0.274509548,0.496223933,0.280883276
-0.194676923,-0.22077684,-0.234810189,-0.123862976,-0.141574293,-0.772727267
-0.052110256,-0.082902388,-0.077243537,-0.118897367,0.03355255,-0.093214638
0.007889744,-0.022902388,-0.019243541,-0.095764411,0.087771201,-0.033214638
0.017889744,-0.012902388,0.001756467,-0.05316563,0.124553089,-0.023214638
-0.032110256,-0.062902388,-0.041243534,-0.056788717,0.089473164,-0.073214638
-0.022110256,-0.052902388,-0.038243533,0.119146963,0.083863614,-0.063214638
-0.052110256,-0.082902388,-0.062243521,-0.117899672,0.066411278,-0.093214638
-0.022110256,-0.052902388,-0.033243538,-0.041476717,0.085850277,-0.063214638
0.022307692,0.038275728,0.037999988,0.168311503,0.186405341,0.158154325
0.023333333,0.018275728,0.000999968,-0.067208567,-0.037025989,-0.066273108
-0.027692308,-0.011724272,-0.010000038,0.072309184,0.163187229,0.108154325
-0.017692308,-0.001724272,0.005000017,0.136307001,0.193820181,0.118154325
-0.007692308,0.008275728,0.011000009,0.16060351,0.198107304,0.128154325
-0.017692308,-0.001724272,-3.81E-08,0.096471665,0.174484417,0.118154325
-0.15,-0.014973901,-0.040443318,0.024949102,-0.163517149,-0.010062378
0.091941026,0.065026099,0.041556656,0.01847028,-0.078447327,-0.04577551
-0.098058974,-0.124973901,-0.106443348,-0.074153585,-0.159487349,-0.120062378
0.011941026,-0.014973901,0.005556686,0.057230063,-0.041092314,-0.010062378
-0.008058974,-0.034973901,-0.047443366,0.047204836,-0.148661817,-0.030062378
-0.008058974,-0.034973901,-0.014443314,0.191433218,-0.06178179,-0.030062378
0.219754762,0.165741463,0.208166535,0.149068023,0.077842165,0.142078026
-0.000245238,-0.054258537,-0.000833428,0.017834858,-0.037063097,0.037791158
0.059754762,0.005741463,0.059166572,0.037014533,0.035197177,0.097791158
0.169754762,0.115741463,0.169166572,0.267567414,0.057627674,0.12592517
-0.030245238,-0.084258537,-0.030833428,-0.045141048,-0.053505634,0.007791158
0.004395833,0.040658994,-0.018688822,0.104306743,-0.043738414,-0.003541796
0.014395833,0.050658994,0.000311182,0.04591681,0.063744092,0.120794015
-0.015604167,0.020658994,-0.021688862,0.101217675,0.011521272,0.090794015
-0.005604167,0.030658994,-0.011688862,0.137014947,0.083606497,0.100794015
0.074395833,0.110658994,0.068311138,0.149033391,0.101718965,0.180794015
-0.00912,-0.001569984,0.085502014,0.075714379,0.083592697,0.026057716
-0.028974359,0.138430016,0.009010613,-0.092939151,-0.018893545,-0.071061618
-0.00912,-0.001569984,0.071502016,-0.041718238,0.062924638,0.026057716
-0.00912,-0.001569984,0.040502057,-0.043511673,0.024154523,0.026057716
-0.02912,-0.021569984,0.070502069,0.246722264,0.071952625,0.006057716
-0.00912,-0.001569984,0.088502035,0.061072532,0.08200149,0.026057716
-0.01912,-0.011569984,0.06650207,-0.012657957,0.062616861,0.016057716
0.00088,0.008430016,0.050502057,-0.038028892,0.034352216,0.036057716
0.067546667,0.075096683,0.113168716,-0.108503853,0.091239523,0.102724383
0.105384615,0.097776953,0.069205084,0.275257081,0.198021621,0.110600156
0.105384615,0.097776953,0.069205084,0.259706912,0.19986118,0.110600156
0.035833333,0.137776953,0.092205064,0.033276851,0.034278732,-0.076885808
-0.114615385,-0.122223047,-0.147794895,0.056619958,0.015485326,-0.109399844
0.075384615,0.067776953,0.041205058,0.205955006,0.196100698,0.080600156
-0.10775,-0.078468696,-0.046904132,0.032334666,0.07548168,-0.048125558
0.06225,0.091531304,0.114095864,0.192268588,0.182854507,0.039409865
-0.05775,-0.028468696,0.005095842,0.147979732,0.171056962,0.001874442
0.043970588,0.121531304,0.027677294,0.073054288,0.056145844,-0.101210456
0.08225,0.111531304,0.144095855,0.238281471,0.291721198,0.141874442
-0.028157895,-0.09119824,-0.07391166,-0.054330482,0.005927553,-0.013820947
-0.038157895,-0.10119824,-0.086911681,-0.060106217,-0.008102653,-0.023820947
0.011842105,-0.05119824,-0.039911642,0.004704818,0.037955557,0.026179053
