ConditionalTree,M5P,Cubist,SVMR,LARS,MARS
-0.024444444,-0.027398556,0.025722134,-0.037868993,0.018291371,-0.03815058
0.005555556,0.002601444,0.058722095,0.08992868,0.060839036,-0.00815058
-0.011818182,-0.023421927,-0.018167109,0.005556902,-0.046993689,0.043342428
0.028181818,0.016578073,0.060832865,0.157496734,0.005688366,0.083342428
-0.061818182,-0.073421927,-0.029167135,0.038944846,-0.051418407,-0.006657572
-0.051818182,-0.063421927,0.02983289,0.101808085,-0.050193171,0.003342428
0.022307692,-0.029646688,-0.01099998,-0.112994285,-0.011575679,0.002858472
0.082307692,0.030353312,0.046999986,0.008777208,0.018229505,0.062858472
-0.067692308,-0.119646688,-0.058999984,-0.081296151,-0.083308157,-0.087141528
0.014615385,-0.078722573,0.024730737,-0.230232167,-0.178620182,-0.100917225
0.224615385,0.131277427,0.073730724,-0.032498598,-0.074074683,-0.004238021
-0.025384615,-0.118722573,-0.015269263,-0.171566319,-0.189376824,-0.140917225
-0.005384615,-0.098722573,0.004730737,-0.190986047,-0.202650387,-0.120917225
0.004615385,-0.088722573,0.034730718,-0.162799205,-0.151016895,-0.110917225
0.005833333,0.351277427,0.012153643,0.021037638,0.037825374,0.09443749
-0.232270834,-0.277214904,-0.163731706,-0.302405739,-0.225683289,-0.07330012
-0.015079365,0.019814594,-0.00607671,0.080967125,0.126926179,0.105026321
-0.055079365,-0.020185406,-0.032076712,0.06764877,0.116169537,0.065026321
0.024920635,0.059814594,0.024923286,0.109969644,0.157114625,0.145026321
0.024920635,0.059814594,0.027923307,0.044565662,0.158954183,0.145026321
-0.045079365,-0.010185406,-0.004076705,0.082668813,0.105501478,0.075026321
0.014920635,0.049814594,0.02392329,0.21365046,0.161636238,0.135026321
-0.015079365,0.019814594,-0.049576716,0.076844261,0.096731363,0.105026321
-0.115079365,-0.080185406,-0.073076718,0.164766635,0.043896513,0.005026321
-0.065079365,-0.030185406,-0.04607672,0.083496739,0.114529466,0.055026321
0.035833333,0.179814594,0.028583454,-0.04507781,0.073371735,0.028893009
-0.025079365,0.009814594,-7.67E-05,0.14966105,0.145754702,0.095026321
0.025076923,-0.025943543,0.074561532,0.081057125,0.085395905,0.060491179
0.095076923,0.044056457,0.107561531,0.073037682,0.134727846,0.130491179
0.065076923,0.014056457,0.077561531,0.004284244,0.100862606,0.100491179
0.075076923,0.024056457,0.077561541,-0.003444536,0.075957731,0.110491179
0.03,0.104056457,0.030561507,0.026824748,0.115553378,0.108834877
0.055076923,0.004056457,0.067561531,0.047257883,0.113804698,0.090491179
-0.018974359,0.216177574,0.110666225,-0.009115991,-0.032337302,0.083081678
-1.11E-16,-0.103822426,-0.007000027,-0.167111945,-0.134384359,-0.002600696
0.06,-0.043822426,0.030999959,-0.025708683,-0.109289234,0.057399304
0.03,-0.073822426,0.048999937,-0.082565513,-0.071491131,0.027399304
0.12,0.016177574,0.092999933,-0.019916307,-0.049091541,0.117399304
0.031666667,-0.017090103,-0.006318245,-0.023890474,0.006055948,0.023404113
0.011666667,-0.037090103,-0.025318198,0.110117421,0.002603243,0.003404113
0.036666667,-0.027090103,-0.017318232,0.016470137,-0.026166872,0.013404113
-0.04,0.092909897,0.094681811,-0.047461878,0.053428775,0.050984232
0.021666667,-0.027090103,-0.017318232,0.024625332,-0.025969179,0.013404113
-0.016666667,-0.028269373,-0.025649943,-0.003216304,0.029842466,-0.079576912
0.023333333,0.011730627,0.011350036,0.031041527,0.032627113,-0.039576912
-0.016666667,-0.028269373,-0.036649921,-0.04172209,0.005309168,-0.079576912
-0.126666667,-0.006096895,-0.036453317,0.171497005,-0.070053771,-0.024998351
-0.005193333,-0.006096895,0.008546699,0.02452741,0.04397603,-0.024998351
-0.005193333,-0.006096895,0.010546703,-0.152126914,0.052371065,-0.024998351
-0.015193333,-0.016096895,0.005546699,-0.071422779,0.053052881,-0.034998351
-0.015193333,-0.016096895,0.005546699,-0.110699684,0.054229253,-0.034998351
0.023333333,0.013064977,0.01699996,-0.006498981,0.014190159,0.06439816
0.055,0.093064977,0.088999944,0.084710926,-0.002164315,0.028685028
-0.008974359,0.033064977,-0.004000049,0.100165863,-0.17502252,0.08439816
-0.0425,-0.016935023,-0.019000022,0.002748313,-0.082378805,0.03439816
-0.076666667,-0.086935023,-0.081000066,-0.078937291,-0.049889227,-0.03560184
-0.016029412,0.043064977,0.02999997,0.055563469,-0.179087468,0.09439816
-0.096666667,-0.106935023,-0.102000053,-0.085354408,-0.085498777,-0.05560184
-0.046666667,-0.056935023,-0.051000066,-0.051378511,-0.022951113,-0.00560184
-0.082,-0.066935023,-0.065000014,-0.08906908,-0.091776759,-0.01560184
-0.010245238,0.043976083,-4.53E-08,0.112669378,0.098951426,-0.073039953
-0.020245238,0.033976083,-0.010000045,0.017318474,0.051736072,-0.083039953
-0.166,0.083976083,-0.047984071,-0.083578362,-0.103534816,-0.270553257
0.019754762,0.073976083,0.029999955,0.158467867,0.104418127,-0.043039953
-0.070245238,-0.016023917,-0.060000045,-0.007634268,0.026678402,-0.133039953
-0.030245238,0.023976083,-0.020000045,0.011147962,-0.020891101,-0.175514698
-0.116029412,0.083976083,-0.054718978,-0.065029524,-0.117599764,-0.286156056
-0.020245238,0.033976083,-0.010000045,0.07706699,0.088536591,-0.083039953
-0.070245238,-0.016023917,-0.060000045,0.035008657,0.02797559,-0.133039953
-3.33E-16,-0.049764087,6.68E-08,-0.139121837,-0.319684416,-0.074802603
-3.33E-16,-0.049764087,6.68E-08,-0.04420769,-0.184986557,0.038746809
0.031025641,0.440235913,0.257718143,0.294222289,0.062527202,0.29343707
-0.01,-0.059764087,-0.009999933,-0.087982342,-0.25442473,0.028746809
-3.33E-16,-0.049764087,6.68E-08,0.063093699,-0.176626628,0.038746809
0.015833333,0.440235913,0.263852117,0.279525698,0.062215642,0.293628146
-3.33E-16,-0.049764087,6.68E-08,0.061593325,-0.185401391,0.038746809
-0.01,-0.059764087,-0.009999933,-0.049908718,-0.205962392,0.028746809
-0.014615385,0.012007472,-0.029001253,0.089006337,0.11140323,0.05189498
-0.074615385,-0.047992528,-0.089001253,-0.006442662,0.039130207,-0.00810502
-0.0225,0.082007472,0.040998747,-0.117486009,0.081560704,0.057082065
-0.064615385,-0.037992528,-0.079001253,-0.01896597,0.064050282,0.00189498
-0.056029412,0.082007472,0.040998747,-0.229886636,-0.075147959,-0.077016732
-0.052,0.042007472,0.000998747,0.021260413,0.08216275,0.08189498
-0.03958,0.095807472,0.054798747,0.014537679,0.126183389,0.13569498
-0.037777778,-0.061696293,-0.049067595,-0.10093797,-0.134854852,-0.074000237
0.082222222,0.058303707,0.070932405,-0.076699457,-0.120309354,-0.068689546
0.002222222,-0.021696293,-0.009067595,-0.183437746,-0.195239531,-0.149713369
-0.128974359,0.128303707,-0.157042539,-0.075299154,-0.158097737,-0.121672197
-0.037777778,-0.061696293,-0.049067595,-0.282580988,-0.126279553,-0.074000237
0.012222222,-0.011696293,0.000932405,-0.134416136,-0.115049668,-0.024000237
0.102222222,0.078303707,0.090932405,-0.107048735,-0.065454022,-0.016530073
-0.037777778,-0.061696293,-0.049067595,-0.055424431,-0.097251566,-0.074000237
-0.027777778,-0.051696293,-0.039067595,-0.103267282,-0.092964443,-0.064000237
-0.146029412,0.128303707,-0.162020183,-0.012113167,-0.172162685,-0.137285417
-0.027777778,-0.051696293,-0.039067595,-0.10053029,-0.108573994,-0.064000237
-0.007777778,-0.031696293,-0.019067595,-0.133339818,-0.08658733,-0.044000237
0.148822222,0.124903707,0.137532405,0.154992704,0.011968664,0.112599763
-0.018304762,-0.020081166,0.089956141,0.259642242,0.272541833,0.102287844
0.001695238,-8.12E-05,0.115956153,0.288215894,0.305223888,0.122287844
-0.028304762,-0.030081166,0.070956137,0.21525747,0.240319013,0.092287844
0.031695238,0.029918834,0.112956131,0.217519664,0.25991466,0.07043891
-0.038304762,-0.040081166,0.101956146,0.340181731,0.298117116,0.082287844
0.011695238,0.009918834,0.13695616,0.333197786,0.339342352,0.132287844
0.012142857,-0.026534733,-0.020308144,0.011533369,0.075105266,0.055805573
0.032142857,-0.006534733,-0.001308131,0.056119876,0.091075061,0.075805573
0.002142857,-0.036534733,-0.031308131,0.034344189,0.05713327,0.045805573
-0.027857143,-0.066534733,-0.063308165,0.052836328,0.00491045,0.015805573
-0.007857143,-0.046534733,-0.039308157,0.074044386,0.071386125,0.035805573
0.005833333,-0.01213856,-0.010965276,0.001366708,0.042237119,0.046443896
0.015833333,-0.00213856,-0.003965237,0.003097002,0.018963556,0.056443896
-0.066,0.06786144,0.049034743,0.076921983,-0.120249123,0.126443896
0.045833333,0.02786144,0.028034737,0.041153481,0.06156906,0.086443896
-0.0125,0.03786144,0.031034768,0.045461242,-0.007605408,0.096443896
-0.026029412,0.05786144,0.039034743,0.057470806,-0.144314071,0.116443896
-0.060457667,0.020783773,0.016957062,0.036622751,0.006139611,0.079366229
-0.000714286,-0.021188918,0.000999968,-0.006706739,0.054953992,-0.056212103
0.059285714,0.038811082,0.025999972,0.015449586,0.024380868,-0.111925235
